,level_0,index,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,y
3534,4625,23114,110000,2,2,1,45,0,0,0,0,0,0,36267,37234,37341,38208,39121,39785,1587,1694,1561,1474,1370,1514,0
3535,1799,9023,30000,1,2,2,27,1,2,0,-1,2,0,29956,28469,58384,29553,29933,30000,0,2000,30000,1000,1000,0,1
3536,288,1400,100000,2,2,1,25,0,0,0,0,0,0,20755,20043,19778,24939,28639,8370,2000,2000,6000,4000,4000,3000,0
3537,5719,28647,200000,2,3,1,44,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,390,390,390,390,540,0
3538,5748,28765,220000,2,1,2,34,0,0,0,0,0,0,135132,136108,133534,27484,23728,21039,7245,6121,1551,875,1800,300,0
3539,779,3842,50000,1,2,2,24,0,0,0,0,0,0,5219,6475,7483,7709,7934,8242,1500,1274,500,500,440,450,0
3540,2879,14359,210000,2,2,2,24,0,0,0,0,0,0,94681,96920,98562,100329,103697,91408,3766,3507,3334,4723,3418,2682,0
3541,2737,13644,50000,1,2,1,34,0,0,0,0,0,0,48976,47404,46338,14234,19545,20173,2023,3105,3119,11000,909,3000,0
3542,5857,29331,100000,1,1,2,26,-1,-1,-1,-1,-1,-1,1872,4490,4056,10782,3187,18515,4503,4066,10900,3196,18543,3215,0
3543,4083,20378,20000,1,1,2,23,0,0,3,2,0,0,3286,6341,6097,6339,5143,5126,3300,0,511,300,300,1500,0
3544,4593,22977,300000,2,2,1,39,0,0,0,-2,-2,-2,301945,307650,0,0,0,0,13700,0,0,0,0,0,0
3545,4442,22170,100000,2,1,2,28,0,0,0,0,0,0,29086,19091,17916,12233,6741,-24,1400,1506,1209,0,0,0,0
3546,5535,27762,10000,2,2,2,22,-1,-1,2,0,0,2,3646,7374,6714,4432,6652,6095,4000,0,2000,3000,0,3870,0
3547,5189,25939,150000,2,2,1,36,0,0,0,0,0,-1,113368,70001,45813,44309,27428,2013,2354,2500,1200,2618,2013,4724,0
3548,5922,29640,200000,1,2,1,37,-2,-1,-1,-1,0,0,500,598,1946,11900,6344,4747,598,1950,11921,4,3,1201,1
3549,1951,9837,180000,2,2,1,30,0,0,0,0,-1,-1,39259,41054,25590,5817,13623,-2202,3000,6000,1000,13623,388,77001,0
3550,2226,11185,160000,2,5,2,40,0,0,0,0,0,0,147977,149890,124283,123733,123275,122624,6000,4370,4400,4470,4420,6350,0
3551,3291,16490,30000,1,2,2,23,0,0,2,2,2,-1,19321,23985,23321,25809,24985,700,5320,0,3316,0,700,0,1
3552,538,2691,250000,2,2,1,35,0,0,0,0,0,0,27107,36565,39711,47523,52726,57649,10000,10000,10000,6000,6000,5000,0
3553,4020,20054,80000,2,2,2,33,0,0,0,0,2,0,12554,13564,14608,17441,16866,17443,1523,1567,3400,0,1000,1000,0
3554,5861,29346,400000,1,1,2,27,0,0,-1,-1,0,-1,3359,6790,7010,4111,24808,1839,6034,7060,4113,24838,1848,6546,0
3555,3736,18748,60000,2,2,2,26,2,2,2,2,2,2,60455,61417,60906,45734,40629,41137,3200,2400,12,3200,1619,0,1
3556,4323,21516,60000,2,2,2,26,2,2,2,2,2,2,55892,56685,55208,59175,60218,55447,2300,0,5000,2511,6,3000,0
3557,5373,26865,140000,1,2,1,48,1,2,2,2,2,2,86114,87896,89397,90514,91661,90100,4100,3800,3500,3500,0,6900,1
3558,567,2823,30000,2,3,1,57,-1,-1,-1,-1,-1,-1,347,1353,78,135,68,193,1353,78,135,68,423,140,1
3559,3666,18361,130000,2,2,2,22,0,-1,-1,0,-1,0,8570,527,11249,7816,16578,16129,527,11249,1200,16578,0,33232,0
3560,2377,11992,620000,1,1,1,39,0,0,0,0,0,0,346927,90849,90493,90025,88406,89111,5200,5400,3173,3200,3500,3164,0
3561,818,4017,50000,2,1,2,23,0,0,0,0,0,0,46750,45985,26675,16948,16303,18019,1505,2000,592,604,2000,2000,0
3562,3534,17736,110000,2,3,1,52,1,2,0,0,0,2,23969,11137,16401,18670,19670,1187,0,6000,7000,1200,0,3000,0
3563,2858,14240,500000,1,1,1,45,-1,-1,-1,-1,-1,-1,10147,7358,11727,10850,9061,13017,7395,11807,10904,9106,13081,7063,0
3564,5321,26598,160000,1,1,2,25,1,-1,2,2,-2,-2,0,10139,7858,0,0,0,10139,0,0,0,0,0,1
3565,74,398,210000,2,2,1,30,0,0,0,0,0,0,104701,106134,108423,91143,82733,74125,4002,5000,3500,3000,2700,5000,0
3566,3637,18216,120000,1,2,2,51,2,2,0,0,0,0,137965,128953,126516,123530,95921,88090,0,4940,4806,4107,4026,85750,1
3567,1724,8662,440000,2,5,1,32,0,0,0,0,0,0,324469,324109,287932,287892,276902,221866,11129,10300,11098,11200,12000,131400,0
3568,2336,11763,20000,1,2,1,33,0,0,0,0,0,0,4128,5550,6599,6839,7228,7457,1500,1300,500,500,500,1000,1
3569,631,3153,20000,2,2,2,26,2,0,0,0,0,0,19366,19297,20023,19625,15188,0,1800,1500,500,500,0,0,1
3570,318,1534,50000,1,3,1,44,0,0,0,0,0,0,15931,17363,18735,19188,17578,16855,2000,2000,1006,1003,1000,1000,0
3571,5643,28262,160000,2,2,1,34,-2,-2,-2,-2,-2,-2,390,390,390,390,390,584,390,390,390,390,584,91,0
3572,5234,26191,80000,2,1,2,31,0,0,0,0,0,0,68613,69744,70313,71636,52471,53316,2600,3000,3000,2000,2000,2454,0
3573,1186,5894,230000,2,1,2,34,-1,2,-1,-1,2,-1,907,591,119,699,383,32774,0,1000,1000,0,33500,3000,1
3574,4941,24659,310000,1,1,1,41,0,0,0,0,0,0,247202,233712,197450,194834,185943,183624,8213,8668,8247,6729,6639,6764,0
3575,44,244,30000,2,1,2,40,-1,-1,2,2,2,2,142,215,139,19,19,79,355,120,0,0,60,60,0
3576,4624,23111,80000,2,2,2,28,2,2,-1,-1,-1,-1,260,130,130,130,130,130,0,130,130,130,130,130,1
3577,2974,14894,60000,2,2,2,30,0,0,0,0,0,0,60922,59205,60850,40548,40580,40416,3205,2850,1578,1580,1416,2512,0
3578,486,2383,60000,1,2,1,35,0,0,0,0,-1,-1,22226,18597,13801,8038,7340,-153,1292,2245,161,7340,0,20341,0
3579,4054,20199,250000,2,2,2,44,-1,-1,-1,-1,-1,0,23438,0,3850,0,32690,37141,0,3850,0,32690,5000,5000,0
3580,2753,13700,10000,2,2,2,28,0,0,0,0,0,-1,7797,8893,9665,9862,4854,1430,1228,1000,197,1597,1430,1184,0
3581,4667,23342,90000,2,2,2,30,1,2,0,0,0,2,88093,85730,54727,55506,58529,57157,0,1984,2004,4251,0,2083,1
3582,4897,24466,510000,1,3,2,31,1,-1,0,0,0,0,0,14370,17023,9706,7271,9551,14370,3500,2500,1380,2380,3000,1
3583,1273,6364,30000,2,3,1,59,0,0,0,0,0,0,28170,32597,32289,31276,30428,29371,4946,2000,1220,1232,1052,1500,0
3584,2611,13065,80000,2,2,2,30,0,0,0,0,0,0,79194,80575,76782,48643,49263,49869,3077,2291,1723,1775,1802,1763,0
3585,838,4121,140000,2,2,1,41,0,0,0,0,2,0,43616,44710,45661,50880,49934,51106,2100,2000,6000,0,2000,4200,0
3586,1353,6845,130000,2,2,2,34,0,0,0,0,2,0,99593,100415,103618,107525,104042,100190,4050,5600,7800,0,3900,3100,1
3587,2670,13285,100000,2,3,3,43,0,0,0,0,0,0,62300,63759,64448,38500,39469,40653,2464,1902,1378,1589,2000,1506,0
3588,4777,23937,150000,1,4,3,27,-1,-1,0,0,-2,-2,3462,1147,7002,0,0,0,1147,6000,0,0,0,0,0
3589,947,4631,20000,2,2,2,26,0,0,0,0,0,0,16385,17518,19302,18818,19052,9097,1700,2484,1000,475,363,4000,0
3590,1839,9270,180000,1,2,2,26,0,0,0,0,0,0,145574,108617,102711,95652,97661,99656,3907,3600,3415,3542,3616,2000,0
3591,5915,29588,230000,1,2,1,35,0,0,0,0,0,0,149697,155697,165978,170563,173697,179697,6000,10281,8866,6000,6000,6000,0
3592,461,2231,230000,2,1,2,49,2,2,-1,-1,-1,-1,113,0,1100,0,2119,0,0,1100,0,2119,0,2916,1
3593,4315,21490,200000,2,2,2,29,-1,0,0,0,0,0,3334,4772,7675,10519,6980,8702,1500,3000,3000,1000,2000,2000,0
3594,4122,20605,200000,1,1,2,30,1,2,2,2,2,2,182499,184632,180260,192260,187714,195702,6600,0,15000,0,11013,5549,1
3595,3370,16899,190000,1,3,1,34,0,0,0,0,0,0,187780,189924,192232,186472,190262,193403,6781,7071,6744,6866,7203,7182,0
3596,5508,27582,200000,1,2,1,58,-1,2,2,-2,-2,-1,1877,1830,200,200,18370,53276,151,200,0,18370,53276,30000,0
3597,825,4046,50000,1,2,2,45,0,0,0,2,0,0,19834,19387,22574,20483,20121,20191,1340,5000,0,729,793,642,0
3598,5087,25414,230000,2,2,2,31,-1,-1,0,0,0,0,10190,49777,49159,43668,42352,43099,49777,3002,1388,1511,5000,1600,0
3599,3010,15067,360000,1,2,1,34,-1,-1,-1,-1,-1,-1,5375,0,7799,8506,0,4186,0,7799,8528,0,4186,0,0
3600,118,618,60000,1,1,2,25,0,0,0,0,0,0,58839,53235,38533,39639,39619,39140,2018,1900,2000,1500,1900,2000,0
3601,5472,27391,180000,1,1,1,44,-2,-2,-2,-2,-2,-2,14787,12222,16564,15047,17884,13630,12898,17266,15053,17884,13630,15463,0
3602,1974,9953,130000,2,3,1,54,0,0,0,0,0,0,77506,78535,72776,66053,52505,12242,2900,2564,2368,2200,364,152,0
3603,4262,21260,30000,1,3,1,52,0,0,0,0,0,0,28541,28889,30050,29797,18464,12235,1502,2002,1025,1230,1042,0,0
3604,4034,20111,230000,2,1,1,36,-2,-2,-2,-2,-2,-2,928,282,282,2427,282,282,282,282,2427,282,282,1886,0
3605,5273,26371,170000,2,1,1,45,0,0,0,0,0,0,166388,165243,156688,151405,127090,126388,7300,7067,6443,4617,4711,4673,0
3606,659,3282,110000,2,3,1,52,1,-2,-1,-1,-2,-2,0,0,1000,0,0,0,0,1000,0,0,0,0,0
3607,4414,21997,90000,2,1,2,27,0,0,0,2,0,0,37026,40641,42142,35349,29790,26414,5000,3611,199,208,0,2000,0
3608,2010,10162,180000,2,1,2,32,2,-1,-1,-1,-1,-1,326,2241,2579,326,1005,625,2241,2583,326,1005,625,605,0
3609,2948,14760,20000,2,3,1,42,2,0,0,0,2,2,20205,16882,18094,19592,19930,20353,1500,1500,1800,800,900,36,1
3610,2590,13002,80000,1,1,2,26,0,0,0,0,0,0,67229,24772,20000,20000,20000,0,2089,6000,200,0,0,0,0
3611,5520,27665,50000,2,3,2,24,0,-1,-1,2,2,-1,10901,16877,9673,7755,6701,15567,22514,4000,8,3000,19000,3500,1
3612,4525,22663,260000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,3459,0,0,200,0,3459,0,0,200,0,950,0
3613,614,3058,50000,1,2,1,37,-1,-1,-1,-1,-1,-1,4719,22449,6640,5410,9570,1500,22530,6640,5410,9570,1500,0,0
3614,3257,16323,420000,2,1,1,47,1,-1,-1,0,0,0,0,14165,53697,50081,44875,42691,14165,55732,1563,1594,1454,1535,0
3615,321,1539,110000,2,3,2,28,0,0,2,2,0,0,85918,87442,82975,80446,80006,80421,4000,6000,12,3100,3200,3000,0
3616,5995,29959,290000,1,1,2,32,-1,-1,-1,-1,-1,0,23234,1571,108157,35379,18711,3110,1575,108168,35811,18711,0,157,0
3617,4486,22450,80000,2,2,2,38,0,0,0,0,0,0,17816,18095,17374,14298,12259,10498,3000,2000,1000,2000,2000,2000,0
3618,4963,24803,260000,1,2,1,31,-1,2,-1,-1,-1,-1,7559,4860,1350,4645,4625,12209,0,1350,4645,4625,12209,4365,0
3619,2669,13281,450000,2,1,2,36,-1,-1,-1,-1,-1,-1,3893,522,2218,99,99,412,600,2300,0,0,412,3146,1
3620,734,3606,470000,1,1,1,57,0,0,0,0,0,0,83852,85008,83882,66207,65549,60805,3477,4100,2022,2100,2156,1740,0
3621,2193,10985,140000,2,2,1,38,-1,-1,-1,-1,-1,-1,1156,316,1156,736,316,1156,316,1156,736,316,1156,316,0
3622,3193,16011,80000,2,2,2,37,-2,-2,-2,-2,-2,-2,5583,3946,0,0,0,0,3946,0,0,0,0,0,0
3623,4068,20285,160000,2,3,1,51,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,2256,11366,180000,1,1,2,27,0,0,0,0,0,0,94450,96632,99127,100581,102800,104931,4600,5000,4000,4000,4000,4200,0
3625,781,3848,70000,2,1,2,29,0,0,2,2,2,2,40783,44205,44784,43763,46646,47724,4100,1600,0,3600,2000,1900,0
3626,2548,12775,170000,2,2,1,42,-1,-1,-1,-1,-1,-1,415,415,415,415,1215,1390,415,415,415,1215,1390,1215,0
3627,5318,26586,20000,1,2,2,24,0,0,0,0,0,0,6215,7252,8473,9769,10057,10346,1300,1500,1600,600,600,700,1
3628,2042,10350,20000,1,2,2,40,0,0,0,0,0,0,17068,18283,19424,19208,19600,20000,1800,1600,384,392,400,0,1
3629,623,3116,30000,2,2,2,25,0,0,0,0,0,0,24458,29022,28230,22204,21954,22606,5000,1518,529,535,750,347,0
3630,4745,23757,290000,2,2,1,49,0,0,0,0,0,0,282538,281749,238490,86202,83155,84927,10711,12915,2962,2863,2996,3257,1
3631,1803,9033,160000,2,2,2,24,2,2,2,2,2,2,67018,67257,68939,72267,73602,75133,1900,3400,5100,2800,2900,2800,0
3632,4004,19965,270000,2,2,1,36,0,0,0,0,0,0,73953,68207,55382,46629,28115,12847,5168,5010,2005,2000,2000,2000,0
3633,5787,28972,50000,2,2,1,34,0,0,-1,-1,-1,-1,2435,0,197,2995,19515,0,0,197,2995,19515,0,3734,0
3634,4477,22393,80000,2,2,1,33,0,0,0,0,0,0,74973,66613,66437,54631,49219,50094,3113,2627,1850,1870,1773,1800,0
3635,5838,29198,200000,1,3,2,27,-1,0,0,0,0,0,3179,3844,5117,6877,7504,8148,1844,2117,1877,1504,1148,2599,0
3636,928,4552,380000,2,2,2,31,0,0,0,0,0,0,381530,385605,257188,145505,142529,229320,32640,18077,12005,10028,28888,25000,0
3637,1720,8654,30000,1,1,1,47,2,2,8,8,8,8,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
3638,909,4433,290000,2,1,2,46,0,-1,-1,-1,-1,0,289002,1332,21429,2228,156721,157203,1343,21542,2239,156733,7219,17512,0
3639,2715,13544,20000,1,1,2,28,1,-2,-2,-2,-1,0,0,0,0,0,12723,30000,0,0,0,12723,18000,32200,0
3640,2692,13419,20000,1,2,1,44,0,0,0,0,0,0,17441,17696,18672,18654,19584,19390,1309,1285,657,2000,388,390,1
3641,3170,15878,80000,2,3,1,28,0,0,0,0,0,0,63900,65343,66171,58683,43421,44267,3000,2470,2228,1516,2000,1556,1
3642,680,3358,130000,2,2,1,28,0,0,0,0,0,2,107216,91888,83975,76842,78093,67557,4000,4000,8000,6000,0,2500,1
3643,812,3979,260000,2,1,2,31,0,0,0,0,0,0,181679,187642,190152,186696,188632,190948,8900,7200,6800,7100,7200,6500,0
3644,3792,19029,30000,2,1,1,45,2,0,0,0,0,0,26155,27196,28445,26766,27152,28355,1482,1731,1742,1128,1800,1200,1
3645,1821,9137,200000,2,1,1,35,-1,-1,-1,-1,-1,-1,82831,15081,32105,4476,6491,1262,15089,32130,4476,6619,1262,1974,0
3646,159,784,230000,2,2,1,32,0,0,0,0,2,0,87764,73526,72376,76870,75211,76645,2630,2614,6000,0,3000,2800,1
3647,1442,7237,50000,2,2,1,28,0,0,0,0,0,0,14262,16024,17744,19440,23089,24695,2000,2000,2000,4000,2000,2000,1
3648,820,4025,250000,2,3,2,36,-1,0,0,0,0,0,44242,58876,73068,102311,75543,88283,25000,24000,30000,25000,30000,25000,0
3649,3679,18393,90000,2,1,2,24,2,2,2,2,0,0,14085,13558,12193,12986,11831,12488,0,2000,1300,700,1000,3500,1
3650,3325,16657,340000,1,1,2,38,0,0,0,-1,-1,-1,86057,89605,87780,1680,1920,9151,5000,7785,1699,1920,9151,187000,0
3651,2883,14409,210000,2,1,1,39,-1,-1,-1,-1,-1,-1,4443,3569,1737,2433,3115,3899,3569,1737,2433,3115,3899,2460,1
3652,1967,9916,220000,2,1,2,27,-2,-2,-1,0,0,0,4289,4637,1252,8069,18117,23176,1031,3077,7500,10048,15010,9000,0
3653,5608,28104,50000,2,2,2,35,1,2,0,0,-1,0,31507,30705,33467,12870,3325,5103,0,3467,1229,3325,2000,2167,0
3654,2198,11034,30000,2,3,1,38,2,2,0,0,2,2,5685,5448,7347,8024,7751,9607,0,2000,800,0,2000,0,1
3655,1332,6722,560000,1,1,1,47,-1,-1,-1,-1,-1,-1,10501,69458,23445,105199,47519,73537,69803,23560,109726,48237,74014,19443,0
3656,3296,16508,20000,1,2,2,24,0,0,0,0,0,-1,3843,4110,4560,4567,4060,1035,1073,1258,1000,228,1035,0,0
3657,5187,25935,260000,2,3,1,40,-2,-2,-2,-2,-2,-2,-6,-6,1302,2752,1114,2212,0,1308,2765,1119,2218,625,0
3658,2526,12660,260000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,5750,28771,360000,2,1,1,38,-2,-2,-2,-2,-2,-2,2410,7830,4024,6643,1947,2066,7954,4044,6715,1956,2076,2003,0
3660,4854,24301,110000,1,1,2,29,-1,-1,0,0,0,0,750,71015,72517,72537,55600,72442,71022,5000,5000,5000,22000,5000,0
3661,4368,21737,20000,2,1,2,23,-1,0,0,0,0,0,4456,7339,9662,9708,4779,6968,3000,4029,5514,3000,3000,8000,0
3662,4397,21905,90000,2,2,1,27,0,0,0,0,0,0,73849,70549,49858,43303,29888,24973,2900,2012,1603,1208,1000,707,0
3663,1630,8194,50000,1,2,2,35,0,0,0,0,0,0,48064,49399,49943,18568,18740,19036,2500,2000,1000,1000,1000,1000,0
3664,1139,5688,270000,2,1,2,32,0,0,0,0,0,-1,25343,40414,39956,39827,9456,386,20000,5000,5000,1000,386,0,0
3665,3263,16364,230000,2,2,1,34,-1,-1,-1,-1,0,-1,3128,10998,1509,1390,1072,849,10998,1509,1390,0,849,3720,0
3666,323,1550,170000,1,2,1,48,0,0,0,0,0,0,93420,96284,97322,99419,101590,111679,4371,3533,3716,3934,12030,0,1
3667,352,1710,100000,2,1,2,30,0,0,0,0,2,0,28383,32903,42283,51539,50583,52588,5000,10000,10000,0,2846,1936,1
3668,1703,8559,110000,1,2,2,27,0,0,0,0,0,0,84342,89446,38580,39359,42021,43324,6657,2000,1418,3306,2000,2000,0
3669,5344,26719,30000,1,2,2,25,1,2,0,0,2,2,12925,13411,14190,16218,15663,17250,1000,1300,2273,0,2000,0,1
3670,859,4201,500000,1,3,2,32,0,0,2,0,0,0,211508,183713,158759,119566,123098,132355,10070,3066,13366,20898,20155,16101,0
3671,4685,23480,200000,2,1,2,31,-2,-2,-2,-2,-2,-2,0,950,0,1782,669,0,950,0,2422,669,0,0,0
3672,3130,15684,210000,1,2,2,29,0,0,0,0,0,0,118905,118620,78297,36137,33264,29493,5000,4000,2000,2000,2000,2000,0
3673,5444,27218,200000,1,3,2,31,0,0,0,-2,-1,0,6492,6069,-202,1201,1200,0,1050,0,1302,100,0,0,0
3674,5033,25173,30000,2,2,1,21,0,0,0,0,0,0,28640,29133,30022,30068,28829,24935,1400,1819,1328,709,1101,1102,0
3675,4720,23649,20000,2,3,1,46,1,2,2,0,0,2,8131,9042,8753,9916,10793,10400,1200,0,1316,1193,0,0,0
3676,4186,20907,110000,1,2,1,49,0,0,0,0,0,0,51395,51803,52888,54570,55368,56623,1855,1921,2563,2300,2300,1704,0
3677,1533,7643,50000,2,2,2,24,0,0,0,0,0,2,45537,46601,47276,48224,48760,48382,2100,1760,1707,2602,1000,1640,0
3678,1767,8871,80000,1,1,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,3088,15491,110000,1,1,1,41,0,0,0,0,0,0,80959,80733,80984,80706,80580,77993,3486,2958,2803,2940,2821,2806,0
3680,5137,25659,160000,2,2,1,33,0,-1,-1,-1,0,0,9765,2836,824,948,632,316,2836,824,948,0,0,316,0
3681,1476,7383,60000,1,2,1,54,2,2,0,0,0,0,61493,58784,54087,37613,39038,37814,55,2400,1316,2000,1531,1477,0
3682,4761,23835,110000,2,1,1,52,-1,-1,-2,-1,-1,-2,1865,0,0,1930,-170,-170,0,0,1930,0,0,0,0
3683,5382,26926,200000,1,3,2,38,0,0,0,0,0,0,101254,105254,121893,109647,56157,37293,16002,30039,15019,10000,10000,8000,0
3684,1802,9032,170000,2,1,2,25,0,0,0,-2,-2,-2,26359,5275,0,0,0,0,1275,0,0,0,0,0,0
3685,5575,27965,360000,2,2,1,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,3008,15054,470000,1,2,1,35,0,0,0,0,0,0,170812,172332,177566,182074,183417,185608,6500,8000,9000,7000,8000,8000,1
3687,824,4039,140000,2,3,1,38,2,2,0,0,2,2,122283,118913,120435,139795,142950,140505,0,5000,21500,5500,0,5000,0
3688,5389,26960,110000,1,3,1,37,0,0,0,0,0,0,107793,102676,103276,67886,39457,39424,4010,4431,2700,1500,1500,1600,0
3689,5883,29481,360000,1,1,1,38,-1,-1,-1,-1,-1,-1,2513,5023,6664,11358,15479,20934,5066,6704,11415,15556,21039,19073,0
3690,2849,14189,30000,1,2,3,27,0,0,-1,0,0,0,14935,9000,13358,19332,18149,11743,4500,13358,18154,796,484,432,0
3691,4834,24168,30000,1,1,2,28,2,2,2,2,0,0,9799,10056,9815,7576,5746,3900,2350,2000,0,144,128,39,0
3692,3569,17908,130000,1,3,1,34,2,2,2,2,0,0,69388,70650,71933,70117,72014,73759,3000,3000,0,3000,3000,3111,1
3693,5207,26060,280000,2,1,2,28,-1,2,-1,-1,-1,2,5432,2146,1688,1226,6394,1626,0,1688,1226,7000,0,3146,0
3694,5445,27220,100000,1,1,2,32,0,0,0,0,0,0,26650,26127,26608,24689,25699,26809,2000,2000,2000,1700,1500,1500,0
3695,371,1828,380000,2,2,1,39,-1,-1,0,0,0,0,19261,81961,61189,38875,17876,13313,81975,1480,3000,1000,3000,10024,0
3696,2056,10389,20000,2,2,1,25,2,2,4,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1
3697,432,2105,20000,1,1,2,23,-1,2,2,2,2,2,15383,16142,15586,17322,16908,17564,1300,0,2000,0,1240,0,1
3698,5371,26853,160000,1,2,1,32,1,2,0,0,0,0,5525,4039,3656,3801,2540,2279,0,1094,1500,0,1000,0,1
3699,3707,18541,170000,2,2,2,24,0,0,0,0,0,0,19103,14434,160153,160823,128646,124547,3000,157541,8020,5260,5000,6000,0
3700,277,1342,50000,2,1,2,22,-1,-1,-1,-1,-1,-1,586,297,3674,1392,3085,3450,297,3675,1392,3086,3492,3721,1
3701,1004,4985,150000,2,1,2,26,2,2,2,2,2,2,75373,76865,78214,76363,79893,48052,3300,3200,0,5137,0,2200,1
3702,3022,15144,330000,2,1,2,28,0,0,0,0,0,0,32316,33705,28743,28217,25432,19938,2000,2000,2000,800,687,812,0
3703,3889,19454,230000,2,1,2,31,-1,-1,-1,-1,-1,0,2850,1940,8508,-853,13909,29160,1940,8508,0,19000,19160,0,0
3704,1625,8154,80000,1,2,2,30,0,0,0,-2,-2,-2,79813,82150,0,0,0,0,3750,0,0,0,0,0,0
3705,5553,27873,340000,2,2,2,27,0,0,0,0,-1,0,59322,70886,81480,13580,22474,70590,20063,20385,6157,22533,60052,30059,0
3706,3971,19777,50000,2,2,1,42,0,0,0,0,0,0,41836,26598,14487,16233,18543,20240,6000,2000,2000,3000,2000,2000,0
3707,5449,27229,170000,1,2,1,34,1,-2,-1,-1,0,0,-8,-8,2698,6951,12753,12023,0,2706,6954,7002,241,13074,0
3708,4796,24013,20000,1,2,2,24,2,2,2,0,0,-1,17996,19102,19117,19664,10000,4060,2100,1000,1000,1100,4060,0,1
3709,2446,12264,360000,2,2,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,1412,7117,30000,2,2,1,35,-1,-1,2,0,0,0,11359,27657,26745,27345,25300,0,27657,0,1000,0,0,0,0
3711,2703,13484,30000,1,3,1,31,2,-1,-1,-1,-1,-1,390,390,390,0,780,0,390,390,0,780,0,0,0
3712,5961,29816,80000,1,2,2,42,1,4,3,2,0,0,97841,94992,87801,81545,51338,50826,0,639,0,50918,2000,2000,0
3713,5812,29080,120000,2,2,1,54,1,-2,-2,-2,-1,-1,-200,-200,-200,0,700,1935,0,0,200,700,1935,0,1
3714,3491,17489,400000,2,1,1,48,-1,2,2,-2,-1,0,1908,1442,8162,-1010,3332,331,0,8513,457,4903,313,4816,0
3715,1977,9975,110000,2,2,1,41,0,0,0,0,0,0,100143,98338,92457,79496,72458,72168,4000,4000,3530,4000,4000,5000,0
3716,3267,16386,160000,2,1,2,29,-1,-1,2,-1,0,-1,1116,2599,1302,1852,736,3542,2599,0,1852,0,3542,0,1
3717,2332,11752,290000,2,2,0,49,0,0,0,0,0,0,52547,53829,53841,54486,55198,55878,2542,1926,1931,1989,2002,2028,0
3718,3644,18248,60000,1,3,1,50,0,0,0,0,0,0,59703,59837,48187,42658,40587,40605,2047,2168,1642,1563,1600,1486,0
3719,1162,5786,240000,2,1,1,40,2,2,2,2,-2,-2,2500,2500,2500,0,0,0,0,0,0,0,0,0,1
3720,1345,6777,120000,2,2,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,4771,23886,260000,1,3,2,35,0,0,0,0,0,0,33078,42056,43986,45879,54264,59872,10000,10000,10390,10009,10000,10000,0
3722,5066,25310,230000,2,1,2,25,0,0,0,0,0,0,35101,35695,11657,13258,12459,6886,5000,5000,3000,669,5000,19000,0
3723,3763,18875,230000,2,1,2,31,-2,-2,-2,-2,-2,-2,49279,4646,5419,4379,2455,34517,4674,5449,4407,2455,34517,8495,0
3724,1816,9109,290000,2,2,1,48,-2,-2,-2,-2,-2,-2,10608,34470,11888,27114,3501,12511,34470,11890,27114,3501,12511,5797,0
3725,442,2156,290000,2,1,2,25,0,0,0,0,0,0,305823,303701,296384,248801,241983,230925,15000,10500,10000,15000,7844,23333,1
3726,1247,6202,210000,2,2,1,39,-1,-1,-1,-1,-2,-1,44100,0,28428,0,0,12000,0,28428,0,0,12000,33664,0
3727,388,1875,210000,2,2,1,32,-1,0,0,0,2,0,164015,155235,151267,149478,145041,107495,9320,4894,3301,3,4994,116880,0
3728,4158,20812,20000,1,2,2,42,1,2,0,0,2,0,11063,10594,11714,13923,13405,13683,0,1600,2726,0,643,646,1
3729,158,781,50000,1,2,1,27,-1,-1,2,-1,-1,-1,819,3003,1677,1177,1313,1085,2184,5,1180,1316,1088,0,0
3730,2839,14138,50000,1,2,1,35,0,0,0,0,-1,0,49008,49198,34239,14448,28799,29199,2171,2021,930,31074,1503,1030,0
3731,112,587,210000,1,3,2,25,-1,-1,2,-1,-1,-1,8817,23634,21776,9631,1561,1990,23776,0,9631,1561,1990,7967,1
3732,4489,22457,50000,2,3,1,49,0,0,0,0,0,0,46970,36260,29311,27932,28274,27605,3005,2000,2000,2000,1000,2000,0
3733,3346,16756,320000,1,2,2,36,0,0,0,0,0,0,318022,321560,150062,139555,116315,106541,10810,4746,4241,3275,3265,2865,0
